1760443731.402957,-4.334901600823705,-17.60871770978148,0.0,0.0,0.0,0.4537401785034001,0.8911340249433317,9.999998023179017e-10,-8.802120318205543e-19,0.0,0.0,0.0,0.0,-8.80212031820555e-19,9.999998017480917e-10,0.0,0.0,0.0,0.0,0.0,0.0,4.999583388011519e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.999166915526033e-07,-1.4148137711118154e-48,0.0,0.0,0.0,0.0,1.4148137711115687e-48,4.999166915526033e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.999998342452538e-10
1760443732.845019,-4.334901600823914,-17.608717709780734,0.0,0.0,0.0,0.45374017850340326,0.8911340249433302,9.999988110829105e-10,-7.175954473629428e-18,0.0,0.0,0.0,0.0,-7.175954473629422e-18,9.999988064375156e-10,0.0,0.0,0.0,0.0,0.0,0.0,3.3331481505605125e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.332963019518989e-07,-8.915757047995805e-49,0.0,0.0,0.0,0.0,8.915757047993715e-49,3.332963019518989e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.999988344000485e-10
1760443732.919613,-4.334901600823705,-17.60871770978148,0.0,0.0,0.0,0.4537401785034001,0.8911340249433317,9.999998114267234e-10,-7.402577420584333e-18,0.0,0.0,0.0,-1.0549914395422534e-36,-7.402577420584333e-18,9.99999806634623e-10,0.0,0.0,0.0,-1.3192058043863862e-36,0.0,0.0,4.999583362844817e-07,2.3618190941577523e-28,-1.1715482577713332e-29,0.0,0.0,0.0,2.361819094157752e-28,4.99916684185121e-07,2.6216601092198615e-47,0.0,0.0,0.0,-1.171548257771333e-29,1.066080887131743e-46,4.99916684185121e-07,0.0,-1.0549914395422536e-36,-1.3192058043863859e-36,0.0,0.0,0.0,9.99999834420075e-10
1760443733.044397,-4.33490160082296,-17.608717709778826,0.0,0.0,0.0,0.4537401785034298,0.8911340249433166,9.99998812126429e-10,-7.618453795856802e-18,0.0,0.0,0.0,1.1845449862641735e-37,-7.618453795856802e-18,9.999988071945797e-10,0.0,0.0,0.0,1.0142874704989684e-37,0.0,0.0,3.333148524112997e-07,-1.4156552717807623e-29,3.6682115817293946e-30,0.0,0.0,0.0,-1.4156552717807618e-29,3.3329637664167117e-07,3.4385311726505046e-48,0.0,0.0,0.0,3.668211581729393e-30,2.181235042748529e-48,3.3329637664167117e-07,0.0,1.1845449862641733e-37,1.014287470498968e-37,0.0,0.0,0.0,9.99998834754033e-10
1760443733.119286,-4.334900551262543,-17.60871606081341,0.0,0.0,0.0,0.4537402050612586,0.8911340114208227,9.999998116958347e-10,-7.82452045996426e-18,0.0,0.0,0.0,-1.9058712782832726e-36,-7.824520459964262e-18,9.999998066305874e-10,0.0,0.0,0.0,-1.9284289986698754e-36,0.0,0.0,4.999582685406845e-07,3.7521415257136806e-28,-6.208128363584215e-29,0.0,0.0,0.0,3.7521415257136806e-28,4.999165487351816e-07,5.20132601860737e-46,0.0,0.0,0.0,-6.208128363584215e-29,5.962326828451279e-46,4.999165487351816e-07,0.0,-1.9058712782832726e-36,-1.928428998669876e-36,0.0,0.0,0.0,9.999998341584031e-10
1760443733.219047,-4.334900551262333,-17.60871606081308,0.0,0.0,0.0,0.4537402050612634,0.8911340114208203,9.99999812256512e-10,-8.013627076154932e-18,0.0,0.0,0.0,-4.758008692190485e-31,-8.013627076154936e-18,9.999998070688431e-10,0.0,0.0,0.0,-1.07141969349593e-31,0.0,0.0,4.999583318913908e-07,7.694712704109123e-23,-7.380115443696689e-23,0.0,0.0,0.0,7.694712704109125e-23,4.999166777376826e-07,1.3628637477350928e-34,0.0,0.0,0.0,-7.380115443696691e-23,1.3628595911919064e-34,4.999166777376826e-07,0.0,-4.758008692190489e-31,-1.0714196934959306e-31,0.0,0.0,0.0,9.999998344083235e-10
1760443733.269201,-4.3349005512626375,-17.60871606081208,0.0,0.0,0.0,0.45374020506126655,0.8911340114208187,9.999988122578872e-10,-8.01361104892787e-18,0.0,0.0,0.0,-4.757999176189064e-31,-8.013611048927875e-18,9.99998807070229e-10,0.0,0.0,0.0,-1.0714175506601796e-31,0.0,0.0,3.3331481365949827e-07,3.420157298813312e-23,-3.280324642577599e-23,0.0,0.0,0.0,3.420157298813313e-23,3.33296299159567e-07,6.058013481673661e-35,0.0,0.0,0.0,-3.2803246425776006e-23,6.057995006095876e-35,3.33296299159567e-07,0.0,-4.757999176189068e-31,-1.07141755066018e-31,0.0,0.0,0.0,9.999988344096548e-10
1760443733.318837,-4.334900551262334,-17.60871606081308,0.0,0.0,0.0,0.4537402050612634,0.8911340114208203,9.99999812830014e-10,-8.188712679258736e-18,0.0,0.0,0.0,-3.430748646931829e-31,-8.188712679258733e-18,9.999998075290023e-10,0.0,0.0,0.0,-1.745609581627553e-31,0.0,0.0,4.999583995908987e-07,4.8009364808174983e-23,-2.6779853334463206e-23,0.0,0.0,0.0,4.800936480817499e-23,4.999168107628235e-07,3.0905730583524416e-35,0.0,0.0,0.0,-2.6779853334463206e-23,3.0905380221500694e-35,4.999168107628235e-07,0.0,-3.4307486469318287e-31,-1.7456095816275523e-31,0.0,0.0,0.0,9.999998346847262e-10
1760443733.368526,-4.334900551262638,-17.60871606081208,0.0,0.0,0.0,0.45374020506126655,0.8911340114208187,9.999988128313883e-10,-8.188696301861051e-18,0.0,0.0,0.0,-3.430741785446051e-31,-8.18869630186105e-18,9.999988075303873e-10,0.0,0.0,0.0,-1.745606090414279e-31,0.0,0.0,3.3331484374983883e-07,2.1339270717509366e-23,-1.1903147278924178e-23,0.0,0.0,0.0,2.1339270717509366e-23,3.332963582884155e-07,1.373778495212409e-35,0.0,0.0,0.0,-1.1903147278924178e-23,1.3737629218395756e-35,3.332963582884155e-07,0.0,-3.43074178544605e-31,-1.7456060904142784e-31,0.0,0.0,0.0,9.999988346860568e-10
1760443733.418005,-4.334900551262334,-17.608716060813084,0.0,0.0,0.0,0.4537402050612634,0.8911340114208203,9.99999812486232e-10,-8.353290894011933e-18,0.0,0.0,0.0,-2.7030948927384793e-31,-8.35329089401193e-18,9.999998070786796e-10,0.0,0.0,0.0,-2.006802247639392e-31,0.0,0.0,4.999582805257027e-07,4.497367742683869e-23,-1.5428905188389817e-23,0.0,0.0,0.0,4.497367742683867e-23,4.999165726985515e-07,1.6632411569562802e-35,0.0,0.0,0.0,-1.542890518838982e-23,1.6632370246532725e-35,4.999165726985515e-07,0.0,-2.703094892738479e-31,-2.0068022476393922e-31,0.0,0.0,0.0,9.999998342090076e-10
